XMTA0MjkwNA==,http://v.youku.com/v_show/id_XMTA0MjkwNA==.html?x&from=y7.2-1-95.3.7-1.17-1-1-6-0,2016-10-10 18:39:57
XMTA2NTExMzcy,http://v.youku.com/v_show/id_XMTA2NTExMzcy.html?x&from=y7.2-1-95.3.1-1.17-1-1-0-0,2016-10-10 20:28:34
XMTA5ODYxODcy,http://v.youku.com/v_show/id_XMTA5ODYxODcy.html,2016-10-10 22:52:58
XMTE1NzUxOTg0,http://v.youku.com/v_show/id_XMTE1NzUxOTg0.html?x&from=y7.2-1-97.3.2-1.17-1-1-1-0,2016-10-10 09:33:07
XMTE1OTI1MjIw,http://v.youku.com/v_show/id_XMTE1OTI1MjIw.html,2016-10-10 21:31:09
XMTE1OTI1MjIw,http://v.youku.com/v_show/id_XMTE1OTI1MjIw.html?dcwpf0dc4=1476104945353,2016-10-10 21:08:53
XMTE1OTI1MjIw,http://v.youku.com/v_show/id_XMTE1OTI1MjIw.html?x=1,2016-10-10 21:10:38
XMTE5NTg0ODMy,http://v.youku.com/v_show/id_XMTE5NTg0ODMy.html?x,2016-10-10 08:39:44
XMTExNDIyMjMy,http://v.youku.com/v_show/id_XMTExNDIyMjMy.html?x=1,2016-10-10 05:27:38
XMTExNTM4OTYw,http://v.youku.com/v_show/id_XMTExNTM4OTYw.html?x&sharefrom=android&from=timeline&isappinstalled=1,2016-10-10 21:18:14
XMTExNTM4OTYw,http://v.youku.com/v_show/id_XMTExNTM4OTYw.html?x&sharefrom=android&from=timeline&isappinstalled=1,2016-10-10 21:02:59
XMTExNTM4OTYw,http://v.youku.com/v_show/id_XMTExNTM4OTYw.html?x&sharefrom=android&from=timeline&isappinstalled=1&dcwpf0dc4=1476098347804,2016-10-10 21:18:14
XMTEyMDM0OTQ4,http://v.youku.com/v_show/id_XMTEyMDM0OTQ4.html?dcwpf0dc4=1476080267146,2016-10-10 14:17:48
XMTEyMTU5MjQw,http://v.youku.com/v_show/id_XMTEyMTU5MjQw.html?x=1,2016-10-10 23:36:27
XMTEyMTY1NDUy,http://v.youku.com/v_show/id_XMTEyMTY1NDUy.html?from=y7.7-1-94.4.2-1.12-1-2-1,2016-10-10 23:09:49
XMTEyMTY1NDUy,http://v.youku.com/v_show/id_XMTEyMTY1NDUy.html?from=y7.7-1-94.4.2-1.12-1-2-1&x=1,2016-10-10 23:09:50
XMTEyMTYyMzQw,http://v.youku.com/v_show/id_XMTEyMTYyMzQw.html?x&sharefrom=android&from=message&isappinstalled=1,2016-10-10 11:05:47
XMTI1NzI3NTcyNA==,http://v.youku.com/v_show/id_XMTI1NzI3NTcyNA==.html,2016-10-10 21:29:29
XMTI1ODM3MjkxNg==,http://v.youku.com/v_show/id_XMTI1ODM3MjkxNg==.html?from=y7.7-1-176.4.2-1.12-1-2-1&x=1,2016-10-10 01:08:14
XMTI1ODUzMjU4MA==,http://v.youku.com/v_show/id_XMTI1ODUzMjU4MA==.html?spm=a2h0k.8191393.bodydiv.5!3~5!24~A&x=1&from=singlemessage&isappinstalled=1,2016-10-10 15:06:10
XMTI2MDUzOTA2NA==,http://v.youku.com/v_show/id_XMTI2MDUzOTA2NA==.html,2016-10-10 23:03:08
XMTI2MTc5OTYxNg==,http://v.youku.com/v_show/id_XMTI2MTc5OTYxNg==.html?dcwpf0dc4=1476109148964,2016-10-10 22:19:08
XMTI2MjQyNjgzNg==,http://v.youku.com/v_show/id_XMTI2MjQyNjgzNg==.html?x&from=y7.2-1-94.3.2-1.17-1-1-1-0,2016-10-10 03:25:19
XMTI2NjE5NDc0MA==,http://v.youku.com/v_show/id_XMTI2NjE5NDc0MA==.html?x&from=y7.2-1-95.3.9-1.17-1-1-8-0,2016-10-10 13:13:08
XMTI2NzYyNzEwOA==,http://v.youku.com/v_show/id_XMTI2NzYyNzEwOA==.html?from=s7.8-1.2&x&dcwpf0dc4=1476062974006,2016-10-10 09:29:34
XMTI3MTAwMzg4MA==,http://v.youku.com/v_show/id_XMTI3MTAwMzg4MA==.html?from=s1.8-1-1.2&x=1,2016-10-10 23:35:22
XMTI3MjA2NDg2NA==,http://v.youku.com/v_show/id_XMTI3MjA2NDg2NA==.html?dcwpf0dc4=1476114149836,2016-10-10 23:42:29
XMTI3MjM4MTExNg==,http://v.youku.com/v_show/id_XMTI3MjM4MTExNg==.html?from=s1.8-1-1.2,2016-10-10 20:01:28
XMTI3MjM4MTExNg==,http://v.youku.com/v_show/id_XMTI3MjM4MTExNg==.html?from=s1.8-1-1.2&x=1,2016-10-10 20:01:31
XMTI3MzcyMTI0,http://v.youku.com/v_show/id_XMTI3MzcyMTI0.html?x&sharefrom=android&from=timeline&isappinstalled=1,2016-10-10 10:57:20
XMTI3ODQxNjI4,http://v.youku.com/v_show/id_XMTI3ODQxNjI4.html?tpa=dW5pb25faWQ9MTAzNzEwXzEwMDAwMV8wMV8wMQ&from=sougouvr&refer=sougouvr&fromvsogou=1,2016-10-10 22:08:57
XMTI3OTA3NTgwMA==,http://v.youku.com/v_show/id_XMTI3OTA3NTgwMA==.html?x&from=timeline&isappinstalled=0&dcwpf0dc4=1476112521361,2016-10-10 23:17:20
XMTI4MDE3OTQw,http://v.youku.com/v_show/id_XMTI4MDE3OTQw.html?x=1,2016-10-10 22:03:33
